style,color,status,location,cost,availableDate,price1,price2,price3,price4,price5,userName,userTime,season,ohs,orders,its,pos,division,grp,lot,leadTime,vendorPartNo,shrinkWidth,shrinkHeight,width,cost1,cost2,avgCost,stdCost,vendorColor1,vendorColor2,vendorColor3,actualWidth,active,fabContent,vendDesign1,vendDesign2,vendDesign3,required,atc,uom1,subdivision,type,sizeCat,descript,category,vendor1,vendorPart1,vendor2,vendorPart2,vendor3,vendorPart3,uom2,uom3,updateUser,updateTime,impCat,memo,ldp,customer,fabricType,reserve,reOrderLevel,lstCost,currency1,currency2,currency3,asRaw,id,rawMatType,defaultBomCost,noneInventory,weight,sgtRetailPrice,originalProjection,cost3,uom,lowestNo,bomCost1,bomCost2,bomCost3,bomCost4,bomCost5,allocs,picks,ships,user1,user2,user3,user4,body,bundle,packChk,subStyle,packSizecat,subColor,processType,defBoxType,defQtyPerBox,qtyPerBag,designer,dummy1,lastSoDate,lastPoDate,lastInvoiceDate,lastReceiveDate,userDate,binLocation,binLocation2,receivedQty,subCategory,colorDesc,costSheet,reference1,reference2,totalInvQty,startSellDate,lastEta,webYn,activeYn,userDate1,userDate2,userDate3,firstEta,warehouse,coo,aaqty,otsqty,atsqty,processCutQty,user5,user6,createdDate,fob,ddp,poMemo,ciMemo,fabContentDesc,fg,hsTariffNo,totalQty,invQty,balQty,allocOpen,pickOpen,sosOpen,firstShip,lastShip,imageURL
CD1031,WHITE,ACTIVE,,14.7000,,44.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,6.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"DARLING MIDI DRESS + SCARF",DRESSES,,,,,,,,,adrian,"2026-05-19 10:38:39",,,0.0000,,POPLIN,,,,,,,N,865,Style,0.0000,N,0.00,118.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-02-06 00:00:00","2026-03-13 00:00:00","2026-06-12 10:51:33","2026-05-28 00:00:00",,,,84,,WHITE,0,,,24,,,0,0,,,,,,,6.00,6.00,6.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1031A,"BLACK WHITE",ACTIVE,,13.0000,,44.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,90.00,18.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"TEMPTRESS MINI DRESS + SCARF",DRESSES,,,,,,,,,aaron,"2026-06-05 16:46:01",,,0.0000,,POPLIN,,,,,,,N,902,Style,0.0000,N,0.00,118.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-17 00:00:00","2026-04-22 00:00:00","2026-06-27 12:07:36","2026-05-05 00:00:00",,,,414,,"BLACK WHITE",0,,,320,,,0,0,,,,,,,90.00,72.00,72.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1032,"BLACK WHITE",ACTIVE,,19.0000,,44.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,12.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MARILYN MIDI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-19 10:40:18",,,0.0000,,COTTON,,,,,,,N,836,Style,0.0000,N,0.00,118.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-06-01 14:51:09","2026-04-20 00:00:00","2026-06-05 00:21:52","2026-05-20 00:00:00",,,,241,,"BLACK WHITE",0,,,229,,,0,0,,,,,,,12.00,12.00,12.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1032PL,"BLACK WHITE",ACTIVE,,19.0000,,46.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,80.00,0.00,80.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PL,"MARILYN MIDI DRESS",DRESSES,,,,,,,,,adrian,"2026-04-10 15:59:46",,,0.0000,,COTTON,,,,,,,N,900,Style,0.0000,N,0.00,118.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,"2025-12-12 00:00:00","2026-04-20 00:00:00",,,,,,,,"BLACK WHITE",0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-80.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1032PT,"BLACK WHITE",ACTIVE,,19.0000,,44.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,120.00,0.00,120.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PT,"MARILYN MIDI DRESS",DRESSES,,,,,,,,,adrian,"2026-04-10 14:37:20",,,0.0000,,COTTON,,,,,,,N,901,Style,0.0000,N,0.00,118.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,"2025-12-12 00:00:00","2026-04-20 00:00:00",,,,,,,,"BLACK WHITE",0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-120.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1033,"WHITE BLACK",DROP,,0.0000,,36.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MOMEMTUM DRESS",DRESSES,,,,,,,,,adrian,"2026-05-07 15:36:59",,,0.0000,,CHIFFON,,,,,,,N,873,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,"2026-03-13 00:00:00",,,,,,,,"WHITE BLACK",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1034,CREAM,ACTIVE,,0.0000,,36.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,71.00,0.00,101.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ONE OF A KIND MIDI DRESS",DRESSES,,,,,,,,,design,"2026-06-11 11:53:51",,,0.0000,,CHIFFON,,,,,,,N,912,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-03-26 00:00:00","2026-04-20 00:00:00",,,,,,,,CREAM,0,,,,,"2026-05-29 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-71.00,30.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1034PL,CREAM,ACTIVE,,0.0000,,38.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,80.00,0.00,104.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PL,"ONE OF A KIND MIDI DRESS",DRESSES,,,,,,,,,adrian,"2026-04-10 15:59:08",,,0.0000,,CHIFFON,,,,,,,N,913,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,"2025-12-12 00:00:00","2026-04-20 00:00:00",,,,,,,,CREAM,0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-80.00,24.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1034PT,CREAM,ACTIVE,,0.0000,,36.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,100.00,0.00,100.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PT,"ONE OF A KIND MIDI DRESS",DRESSES,,,,,,,,,adrian,"2026-04-10 14:37:31",,,0.0000,,CHIFFON,,,,,,,N,914,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,"2025-12-12 00:00:00","2026-04-20 00:00:00",,,,,,,,CREAM,0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-100.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1035,"WHITE BLACK",DROP,,,,47.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"WHISPER LUXE DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,COTTON,,,,,,,,895,Style,0.0000,,,128.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,"WHITE BLACK",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1036,WHITE,DROP,,,,33.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CLAUDETTE MINI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"TEXTURED ORGANZA",,,,,,,,887,Style,0.0000,,,88.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1037,"BLACK WHITE",DROP,,,,46.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"FABLE TELLER MIDI DRESS & SCARF",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"EMBROIDERED COTTON",,,,,,,,954,Style,0.0000,,,128.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,"BLACK WHITE",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1038,WHITE,ACTIVE,,20.2000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,66.00,0.00,102.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"AFTERHOUR FANTASY MINI DRESS",DRESSES,,,,,,,,,design,"2026-06-11 12:54:04",,,0.0000,,"BEADED MESH",,,,,,,N,945,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-05-14 00:00:00","2026-01-15 00:00:00",,,,,,,,WHITE,0,,,,,,0,0,,,,,,,0.00,-66.00,36.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1040,FUCHSIA,ACTIVE,,0.0000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,90.00,36.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"DISCO BALL MINI DRESS",DRESSES,,,,,,,,,minji,"2026-05-14 10:36:16",,,0.0000,,SEQUIN,,,,,,,N,919,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2025-12-16 00:00:00","2026-04-20 00:00:00",,"2026-06-24 00:00:00",,,,90,,FUCHSIA,0,,,,,,0,0,,,,,,,90.00,54.00,54.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1040B,"WHITE LIGHT BLUE",DROP,,,,30.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CEREMONY MINI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"PRINTED SEQUIN",,,,,,,,896,Style,0.0000,,,88.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,"WHITE LIGHT BLUE",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1041,PINK,DROP,,,,45.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"BEAUTY WITHIN MAXI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,EMBROIDERED,,,,,,,,878,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,PINK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1041A,"BLACK WHITE",ACTIVE,,20.0000,,45.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,52.00,0.00,100.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"TEMPTATION MIDI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,POPLIN,,,,,,,,903,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-03-06 00:00:00","2026-04-20 00:00:00",,,,,,,,"BLACK WHITE",0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-52.00,48.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1042,PINK,ACTIVE,,15.2000,,36.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,48.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"URBAN SASS MINI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-19 10:41:18",,,0.0000,,SEERSUCKER,,,,,,,N,853,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2025-12-16 00:00:00","2026-04-30 00:00:00","2026-06-16 14:28:42","2026-06-15 00:00:00",,,,104,,PINK,0,,,56,,,0,0,,,,,,,48.00,48.00,48.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1043,BLACK,ACTIVE,,13.8000,,35.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,87.00,30.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"TEMPTING MINI DRESS",DRESSES,,,,,,,,,design,"2026-06-11 12:59:16",,,0.0000,,POPLIN,,,,,,,N,823,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-22 13:45:02","2026-05-15 00:00:00","2026-06-09 00:00:00","2026-06-25 00:00:00",,,,454,,BLACK,0,,,366,,,0,0,,,,,,,87.00,57.00,57.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1044,PINK,ACTIVE,,16.8000,,28.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,72.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"LUSH MINI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-19 10:41:41",,,0.0000,,COTTON,,,,,,,N,851,Style,0.0000,N,0.00,78.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-03-26 00:00:00","2026-04-30 00:00:00","2026-06-10 16:02:39","2026-05-27 00:00:00",,,,108,,PINK,0,,,36,,,0,0,,,,,,,72.00,72.00,72.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1046,BLACK,ACTIVE,,10.0000,,35.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,30.00,24.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"TRIXIE MIDI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,MESH,,,,,,,,822,Style,0.0000,,,98.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-04-22 13:45:02","2026-05-27 00:00:00","2026-06-09 00:00:00","2026-06-17 00:00:00",,,,162,,BLACK,0,,,108,,,0,0,,,,,,,30.00,6.00,6.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1048,"YELLOW PINK",ACTIVE,,13.8000,,33.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,18.00,0.00,45.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"STAR NIGHT MIDI DRESS",DRESSES,,,,,,,,,minji,"2026-05-07 18:02:50",,,0.0000,,"POLY MESH",,,,,,,N,835,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-21 00:00:00","2026-04-21 00:00:00","2026-06-09 00:00:00","2026-04-27 00:00:00",,,,486,,"YELLOW PINK",0,,,624,,,0,0,,,,,,,0.00,-18.00,27.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1048PL,"YELLOW PINK",ACTIVE,,13.8000,,35.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,60.00,0.00,60.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PL,"STAR OF THE NIGHT MIDI DRESS",DRESSES,,,,,,,,,adrian,"2026-04-10 16:00:19",,,0.0000,,"POLY MESH",,,,,,,N,950,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,"2025-12-12 00:00:00","2026-04-20 00:00:00",,,,,,,,"YELLOW PINK",0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-60.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1048PT,"YELLOW PINK",ACTIVE,,13.8000,,33.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,60.00,0.00,60.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PT,"STAR OF THE NIGHT MIDI DRESS",DRESSES,,,,,,,,,adrian,"2026-04-10 14:37:58",,,0.0000,,"POLY MESH",,,,,,,N,951,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,,,,,,,"2025-12-12 00:00:00","2026-04-20 00:00:00",,,,,,,,"YELLOW PINK",0,,,,,"2026-05-18 00:00:00",0,0,,,,"2026-05-18 00:00:00",,,0.00,-60.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-04-20 00:00:00","2026-04-20 00:00:00",
CD1049,"PINK MULTI",ACTIVE,,,,35.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,46.00,0.00,102.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ETERNAL PIECE MIDI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"CROCHET KNIT",,,,,,,,933,Style,0.0000,,,98.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-05-14 00:00:00","2026-01-09 00:00:00",,,,,,,,"PINK MULTI",0,,,,,,0,0,,,,,,,0.00,-46.00,56.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1050,"PINK MULTI",ACTIVE,,14.5000,,28.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,89.00,36.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"BLUSH HOUR MINI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"CROCHET KNIT",,,,,,,,831,Style,0.0000,,,78.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-03-31 00:00:00","2026-04-22 00:00:00","2026-06-27 12:07:36","2026-05-06 00:00:00",,,,303,,"PINK MULTI",0,,,323,,,0,0,,,,,,,89.00,53.00,53.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1051,BROWN,ACTIVE,,17.9000,,44.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,30.00,79.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MIDNIGHT STROLL MAXI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"EMBROIDERED COTTON",,,,,,,,906,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-02-25 00:00:00","2026-04-20 00:00:00","2026-04-17 00:00:00","2026-06-17 00:00:00",,,,441,,BROWN,0,,,351,,,0,0,,,,,,,30.00,-49.00,-49.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1053A,NAVY,ACTIVE,,25.6000,,39.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,78.00,0.00,60.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"VICTORIA MINI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"BEADED MESH",,,,,,,,928,Style,0.0000,,,98.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-03-05 00:00:00","2026-01-15 00:00:00",,,,,,,,NAVY,0,,,,,,0,0,,,,,,,0.00,-78.00,-18.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1055,WHITE,ACTIVE,,27.0000,,47.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,37.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"GRACE MAXI DRESS + SCARF",DRESSES,,,,,,,,,minji,"2026-05-20 13:49:15",,,0.0000,,LACE,,,,,,,N,863,Style,0.0000,N,0.00,128.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-02-05 00:00:00","2026-04-20 00:00:00","2026-06-22 16:47:43","2026-06-11 00:00:00",,,,100,,WHITE,0,,,64,,,0,0,,,,,,,37.00,37.00,37.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1056,PINK,ACTIVE,,13.5000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MINNIE MINI DRESS",SWEATERS,,,,,,,,,adrian,"2026-05-19 10:42:42",,,0.0000,,"JACQUARD KNIT",,,,,,,N,858,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2025-12-16 00:00:00","2026-04-20 00:00:00","2026-06-22 16:47:43","2026-05-28 00:00:00",,,,240,,PINK,0,,,36,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CD1057,MINT,DROP,,,,28.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MOXI MINI DRESS",DRESSES,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"CROCHET KNIT",,,,,,,,965,Style,0.0000,,,78.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,MINT,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
